code,name,industry,stage,pool_type,source_file,trigger_price,invalid_price,zone_low,zone_high,rank,score,note,entry_date,entry_stage,entry_price,quantity,sellable_quantity,cost_amount,position_status
600863,华能蒙电,电力,0528D4,position,0528D4_position_rollover_214902.csv,6.10,5.39,6.01,6.12,1,90,0528D4｜position｜0527D3买入｜成本6.170｜数量600｜0527D3｜candidate｜source:0527D3_candidate_AND_174309.csv｜原rank:2｜未炸板；量比温和1.23；有冲高回落；安全垫足；盘中上冲明显；成交可跟踪；换手适中｜0528D3卖出均价6.970｜实现毛利480.00｜含费净利472.87,2026-05-27,0527D3,6.170,600,0,3702.00,closed
603303,得邦照明,照明设备,0528D4,position,0528D4_position_rollover_214902.csv,25.79,22.56,25.40,25.87,7,68,0528D4｜position｜0527D3买入｜成本25.440｜数量200｜0527D3｜candidate｜source:0527D3_candidate_AND_174309.csv｜原rank:9｜炸板14次偏多；封板资金弱；量比略高1.29；回落充分；安全垫足；盘中上冲明显；成交可跟踪｜0528D3卖出均价25.615｜实现毛利35.00｜含费净利22.39,2026-05-27,0527D3,25.440,200,0,5088.00,closed
