local_time,quote_time,code,name,price,pct,open,high,low,prev_close,amount,trigger_price,invalid_price
2026-05-27T09:25:34,2026-05-27 09:25:13,600530,交大昂立,7.0,-2.371,7.0,7.0,7.0,7.17,1297800.0,7.31,6.85
2026-05-27T09:25:34,2026-05-27 09:25:00,300243,瑞丰高材,20.6,1.0299,20.6,20.6,20.6,20.39,4836880.0,20.78,17.68
2026-05-27T09:25:34,2026-05-27 09:25:22,600601,方正科技,13.19,-1.787,13.19,13.19,13.19,13.43,26175555.0,13.01,11.9
2026-05-27T09:25:34,2026-05-27 09:25:04,603459,红板科技,109.07,-3.4437,109.07,109.07,109.07,112.96,22485217.0,108.3,97.5
2026-05-27T09:30:37,2026-05-27 09:30:33,600530,交大昂立,7.08,-1.2552,7.0,7.08,7.0,7.17,2715510.0,7.31,6.85
2026-05-27T09:30:37,2026-05-27 09:30:33,300243,瑞丰高材,20.11,-1.3732,20.6,20.63,20.09,20.39,16266301.85,20.78,17.68
2026-05-27T09:30:37,2026-05-27 09:30:33,600601,方正科技,13.19,-1.787,13.19,13.28,13.1,13.43,75159997.0,13.01,11.9
2026-05-27T09:30:37,2026-05-27 09:30:33,603459,红板科技,110.53,-2.1512,109.07,110.71,109.07,112.96,62212248.0,108.3,97.5
2026-05-27T09:33:08,2026-05-27 09:33:06,600863,华能蒙电,6.11,0.1639,5.93,6.15,5.93,6.1,205305154.0,6.1,5.39
2026-05-27T09:33:08,2026-05-27 09:33:05,603360,百傲化学,26.1,-1.0614,26.11,26.68,25.88,26.38,62785983.0,26.38,23.29
2026-05-27T09:33:08,2026-05-27 09:33:05,603919,金徽酒,20.78,-0.24,20.79,21.05,20.63,20.83,33776608.0,20.83,19.25
2026-05-27T09:33:08,2026-05-27 09:33:06,000988,华工科技,165.45,-2.8593,166.95,169.75,165.24,170.32,1168601302.23,170.32,157.0
2026-05-27T09:33:08,2026-05-27 09:33:05,600396,华电辽能,16.98,0.5924,16.49,17.2,16.26,16.88,437687925.0,16.88,14.75
2026-05-27T09:33:08,2026-05-27 09:33:06,002613,北玻股份,4.69,1.9565,4.59,4.7,4.51,4.6,84523905.05,4.6,4.21
2026-05-27T09:33:08,2026-05-27 09:33:07,603303,得邦照明,25.15,-2.4816,25.2,25.81,24.93,25.79,33953990.0,25.79,22.56
2026-05-27T09:35:39,2026-05-27 09:35:36,600863,华能蒙电,6.08,-0.3279,5.93,6.22,5.93,6.1,289069838.0,6.1,5.39
2026-05-27T09:35:39,2026-05-27 09:35:38,603360,百傲化学,25.88,-1.8954,26.11,26.68,25.83,26.38,93133608.0,26.38,23.29
2026-05-27T09:35:39,2026-05-27 09:35:38,603919,金徽酒,21.05,1.0562,20.79,21.08,20.63,20.83,43134354.0,20.83,19.25
2026-05-27T09:35:39,2026-05-27 09:35:36,000988,华工科技,163.57,-3.9631,166.95,169.75,163.5,170.32,2141385199.34,170.32,157.0
2026-05-27T09:35:39,2026-05-27 09:35:38,600396,华电辽能,17.38,2.9621,16.49,17.45,16.26,16.88,690311965.0,16.88,14.75
2026-05-27T09:35:39,2026-05-27 09:35:36,002613,北玻股份,4.69,1.9565,4.59,4.7,4.51,4.6,112785192.05,4.6,4.21
2026-05-27T09:35:39,2026-05-27 09:35:37,603303,得邦照明,25.0,-3.0632,25.2,25.81,24.7,25.79,46397587.0,25.79,22.56
2026-05-27T09:40:41,2026-05-27 09:40:39,600863,华能蒙电,5.97,-2.1311,5.93,6.22,5.93,6.1,442917013.0,6.1,5.39
2026-05-27T09:40:41,2026-05-27 09:40:38,603360,百傲化学,25.73,-2.464,26.11,26.68,25.55,26.38,162631593.0,26.38,23.29
2026-05-27T09:40:41,2026-05-27 09:40:38,603919,金徽酒,21.05,1.0562,20.79,21.24,20.63,20.83,66490491.0,20.83,19.25
2026-05-27T09:40:41,2026-05-27 09:40:39,000988,华工科技,164.75,-3.2703,166.95,169.75,162.58,170.32,3489186277.6,170.32,157.0
2026-05-27T09:40:41,2026-05-27 09:40:38,600396,华电辽能,17.38,2.9621,16.49,17.67,16.26,16.88,1262060039.0,16.88,14.75
2026-05-27T09:40:41,2026-05-27 09:40:39,002613,北玻股份,4.58,-0.4348,4.59,4.7,4.51,4.6,155716972.85,4.6,4.21
2026-05-27T09:40:41,2026-05-27 09:40:40,603303,得邦照明,24.93,-3.3346,25.2,25.81,24.61,25.79,60014565.0,25.79,22.56
2026-05-27T09:45:43,2026-05-27 09:45:39,600863,华能蒙电,6.04,-0.9836,5.93,6.22,5.93,6.1,529228377.0,6.1,5.39
2026-05-27T09:45:43,2026-05-27 09:45:41,603360,百傲化学,25.63,-2.8431,26.11,26.68,25.4,26.38,227362141.0,26.38,23.29
2026-05-27T09:45:43,2026-05-27 09:45:41,603919,金徽酒,20.87,0.192,20.79,21.24,20.63,20.83,82367323.0,20.83,19.25
2026-05-27T09:45:43,2026-05-27 09:45:42,000988,华工科技,165.06,-3.0883,166.95,169.75,162.58,170.32,4196762755.4,170.32,157.0
2026-05-27T09:45:43,2026-05-27 09:45:41,600396,华电辽能,17.71,4.9171,16.49,17.74,16.26,16.88,1554557266.0,16.88,14.75
2026-05-27T09:45:43,2026-05-27 09:45:42,002613,北玻股份,4.58,-0.4348,4.59,4.7,4.51,4.6,183111187.85,4.6,4.21
2026-05-27T09:45:43,2026-05-27 09:45:39,603303,得邦照明,24.89,-3.4897,25.2,25.81,24.6,25.79,69782188.0,25.79,22.56
2026-05-27T09:47:58,2026-05-27 09:47:54,600863,华能蒙电,6.03,-1.1475,5.93,6.22,5.93,6.1,558418782.0,6.1,5.39
2026-05-27T09:47:58,2026-05-27 09:47:56,603360,百傲化学,25.39,-3.7528,26.11,26.68,25.35,26.38,243987395.0,26.38,23.29
2026-05-27T09:47:58,2026-05-27 09:47:56,603919,金徽酒,21.03,0.9602,20.79,21.24,20.63,20.83,88600266.0,20.83,19.25
2026-05-27T09:47:58,2026-05-27 09:47:57,000988,华工科技,163.9,-3.7694,166.95,169.75,162.58,170.32,4469775136.0,170.32,157.0
2026-05-27T09:47:58,2026-05-27 09:47:56,600396,华电辽能,17.79,5.391,16.49,17.8,16.26,16.88,1669501608.0,16.88,14.75
2026-05-27T09:47:58,2026-05-27 09:47:57,002613,北玻股份,4.57,-0.6522,4.59,4.7,4.51,4.6,191074385.25,4.6,4.21
2026-05-27T09:47:58,2026-05-27 09:47:54,603303,得邦照明,24.9,-3.4509,25.2,25.81,24.6,25.79,73279945.0,25.79,22.56
2026-05-27T09:50:45,2026-05-27 09:50:42,600863,华能蒙电,6.12,0.3279,5.93,6.22,5.93,6.1,602019863.0,6.1,5.39
2026-05-27T09:50:45,2026-05-27 09:50:44,603360,百傲化学,25.4,-3.7149,26.11,26.68,25.35,26.38,260829133.0,26.38,23.29
2026-05-27T09:50:45,2026-05-27 09:50:44,603919,金徽酒,21.02,0.9121,20.79,21.24,20.63,20.83,92957243.0,20.83,19.25
2026-05-27T09:50:45,2026-05-27 09:50:45,000988,华工科技,164.9,-3.1822,166.95,169.75,162.58,170.32,4737660708.29,170.32,157.0
2026-05-27T09:50:45,2026-05-27 09:50:44,600396,华电辽能,17.73,5.0355,16.49,17.8,16.26,16.88,1772508685.0,16.88,14.75
2026-05-27T09:50:45,2026-05-27 09:50:42,002613,北玻股份,4.59,-0.2174,4.59,4.7,4.51,4.6,201766952.85,4.6,4.21
2026-05-27T09:50:45,2026-05-27 09:50:42,603303,得邦照明,25.18,-2.3653,25.2,25.81,24.6,25.79,77240807.0,25.79,22.56
2026-05-27T09:55:47,2026-05-27 09:55:45,600863,华能蒙电,6.17,1.1475,5.93,6.22,5.93,6.1,707368469.0,6.1,5.39
2026-05-27T09:55:47,2026-05-27 09:55:44,603360,百傲化学,25.38,-3.7908,26.11,26.68,25.25,26.38,303552490.0,26.38,23.29
2026-05-27T09:55:47,2026-05-27 09:55:44,603919,金徽酒,20.89,0.288,20.79,21.24,20.63,20.83,103427522.0,20.83,19.25
2026-05-27T09:55:47,2026-05-27 09:55:45,000988,华工科技,165.0,-3.1235,166.95,169.75,162.58,170.32,5268830879.67,170.32,157.0
2026-05-27T09:55:47,2026-05-27 09:55:44,600396,华电辽能,18.28,8.2938,16.49,18.38,16.26,16.88,2101149913.0,16.88,14.75
2026-05-27T09:55:47,2026-05-27 09:55:45,002613,北玻股份,4.57,-0.6522,4.59,4.7,4.51,4.6,218802364.94,4.6,4.21
2026-05-27T09:55:47,2026-05-27 09:55:43,603303,得邦照明,25.05,-2.8693,25.2,25.81,24.6,25.79,85633534.0,25.79,22.56
2026-05-27T10:00:49,2026-05-27 10:00:45,600863,华能蒙电,6.14,0.6557,5.93,6.22,5.93,6.1,813148930.0,6.1,5.39
2026-05-27T10:00:49,2026-05-27 10:00:47,603360,百傲化学,25.35,-3.9045,26.11,26.68,25.25,26.38,326646203.0,26.38,23.29
2026-05-27T10:00:49,2026-05-27 10:00:47,603919,金徽酒,20.99,0.7681,20.79,21.24,20.63,20.83,110156827.0,20.83,19.25
2026-05-27T10:00:49,2026-05-27 10:00:48,000988,华工科技,166.45,-2.2722,166.95,169.75,162.58,170.32,5590446964.31,170.32,157.0
2026-05-27T10:00:49,2026-05-27 10:00:47,600396,华电辽能,18.17,7.6422,16.49,18.38,16.26,16.88,2310406299.0,16.88,14.75
2026-05-27T10:00:49,2026-05-27 10:00:45,002613,北玻股份,4.55,-1.087,4.59,4.7,4.51,4.6,235007313.94,4.6,4.21
2026-05-27T10:00:49,2026-05-27 10:00:45,603303,得邦照明,25.0,-3.0632,25.2,25.81,24.6,25.79,89123567.0,25.79,22.56
2026-05-27T10:05:51,2026-05-27 10:05:48,600863,华能蒙电,6.24,2.2951,5.93,6.29,5.93,6.1,950129835.0,6.1,5.39
2026-05-27T10:05:51,2026-05-27 10:05:50,603360,百傲化学,25.34,-3.9424,26.11,26.68,25.24,26.38,355676653.0,26.38,23.29
2026-05-27T10:05:51,2026-05-27 10:05:50,603919,金徽酒,20.88,0.24,20.79,21.24,20.63,20.83,122836627.0,20.83,19.25
2026-05-27T10:05:51,2026-05-27 10:05:48,000988,华工科技,167.61,-1.5911,166.95,169.75,162.58,170.32,6025965754.01,170.32,157.0
2026-05-27T10:05:51,2026-05-27 10:05:50,600396,华电辽能,18.27,8.2346,16.49,18.38,16.26,16.88,2462569084.0,16.88,14.75
2026-05-27T10:05:51,2026-05-27 10:05:48,002613,北玻股份,4.51,-1.9565,4.59,4.7,4.51,4.6,252511656.94,4.6,4.21
2026-05-27T10:05:51,2026-05-27 10:05:49,603303,得邦照明,25.27,-2.0163,25.2,25.81,24.6,25.79,96645276.0,25.79,22.56
2026-05-27T10:10:53,2026-05-27 10:10:51,600863,华能蒙电,6.17,1.1475,5.93,6.29,5.93,6.1,1021138994.0,6.1,5.39
2026-05-27T10:10:53,2026-05-27 10:10:50,603360,百傲化学,25.26,-4.2456,26.11,26.68,25.21,26.38,377889382.0,26.38,23.29
